Name,Cuisine,Coordinate
Dalchini Hakka Chinese Cuisine (Gore Centre),Chinese;Asian;Asian Fusion,"(43.7726578, -79.6604601)"
Danforth Pizza House,Pizza,"(43.680315, -79.338861)"
Darband Restaurant,Persian;Comfort Food;Middle Eastern,"(43.754956, -79.3488879)"
DeCourses Café,Cafe;Bubble Tea;Breakfast and Brunch,"(43.5973133, -79.521666)"
Death in Venice Gelato,Sandwich;Ice Cream and Frozen Yogurt;Coffee and Tea,"(43.641568, -79.4251733)"
Deedar restaurant,Burgers;Salads;Wings,"(43.79821473785623, -79.4697460924135)"
Delicious Shawarma and Falafel Inc.,Middle Eastern;Mediterranean,"(43.79934, -79.306647)"
Delina Restaurant,Middle Eastern;Mediterranean,"(43.668693, -79.305142)"
Denny's (Courtney Park),Diner;American;Breakfast and Brunch,"(43.636737, -79.692802)"
Denny's (Dundas),American;Diner;Breakfast and Brunch,"(43.655374, -79.384412)"
Denny's (Rutherford Rd),Diner;American;Breakfast and Brunch,"(43.834155, -79.520937)"
Descendant Detroit Style Pizza,Pizza,"(43.662968, -79.332402)"
Destiny Asia Fusion,Asian;Desserts;Juice and Smoothies,"(43.84870339999999, -79.37431819999999)"
Dim Sum Queen,Chinese;Vegetarian,"(43.6589114, -79.44104639999999)"
Dindigul Biriyani,Indian;Vegetarian;Asian,"(43.8004902, -79.30073089999999)"
Dino's Wood Burning Pizza,Pizza,"(43.625151, -79.508025)"
Dong Gia Viet Thai Restaurant,Vietnamese,"(43.598549, -79.543809)"
Donlands Garden Chinese Restaurant,Chinese;Asian,"(43.69328289999999, -79.3427095)"
Double D's,Pizza;Italian;American,"(43.668948, -79.337464)"
Double O Pizza,Pizza;Wings;Fast Food,"(43.750569, -79.584461)"
Downsview Market & Convenience,American;Desserts;Kids Friendly;Ice Cream and Frozen Yogurt,"(43.5990616, -79.6539384)"
Drupati's Roti & Doubles (Scarborough),Caribbean,"(43.775599, -79.241257)"
East Side Mario's (Mavis),Italian;Pizza;Sandwich,"(43.609924, -79.691822)"
East Side Mario's (Pickering),Italian;Pizza;Sandwich,"(43.8361, -79.0881)"
Egglicious,American;Desserts,"(43.606549, -79.520459)"
Egglinton Grill,Breakfast and Brunch;Burgers;Sandwich,"(43.690121, -79.474278)"
Eggsmart (4410 Kingston Rd),Breakfast and Brunch,"(43.768417, -79.190306)"
Eggsmart (4695 Yonge St),Breakfast and Brunch;Sandwich;Diner,"(43.758955, -79.409907)"
Eggsmart (8051 Yonge St),Breakfast and Brunch;Diner,"(43.8238, -79.4259)"
Eggsmart (Airport Rd),Breakfast and Brunch;Canadian;Sandwich,"(43.7003115, -79.6362625)"
Eggsmart (Avenue Road),Breakfast and Brunch;Diner,"(43.734873, -79.419551)"
Eggsmart (Bloor & Greenview),Breakfast and Brunch;American,"(43.647914, -79.507701)"
Eggsmart (Denison & Woodbine),Breakfast and Brunch;Sandwich;American,"(43.822761, -79.350643)"
Eggsmart (Eglinton Ave E),Breakfast and Brunch,"(43.736636, -79.2487)"
Eggsmart (Ellesmere & Birchmount),Breakfast and Brunch,"(43.762295, -79.296453)"
Eggsmart (Kingston Rd),Breakfast and Brunch;Canadian,"(43.707112, -79.25067)"
Eggsmart (Queensway),Breakfast and Brunch;Burgers;Sandwich,"(43.588677, -79.592559)"
Eggsmart (Rathburn),Breakfast and Brunch;Burgers;Sandwich,"(43.616083, -79.617576)"
Eggsmart (Rylander),Breakfast and Brunch;Canadian,"(43.79719, -79.149177)"
Eggsmart (Victoria Park/Sheppard),Breakfast and Brunch;Diner,"(43.775744, -79.322777)"
Eggsmart (Warden/Eglinton),Breakfast and Brunch;Diner,"(43.727765, -79.287551)"
Eighteen30,Burgers;American;Sandwiches,"(43.6447463, -79.39375509999999)"
Eighteen30 (Queen St),Pizza;American;Italian,"(43.6475111, -79.40086629999999)"
El Sabil Restaurant,Mediterranean;Greek;Vegetarian,"(43.7524465, -79.26229359999999)"
Emily's Bakery,Pizza;Desserts;Bakery,"(43.8335844, -79.55801799999999)"
Empanadas Don Pepe,Spanish;Seafood;Mediterranean,"(43.67490799999999, -79.38854099999999)"
Encore Hakka Restaurant,Halal;Mediterranean,"(43.7541835, -79.4877013)"
Esquina Salvadorena,Latin American;Salvadorian;South American,"(43.704178, -79.504465)"
Euro Shawarma,Middle Eastern;Mediterranean,"(43.768334, -79.472219)"
Everest Hakka House,Indian;Indian Curry;Fast Food,"(43.616338, -79.488132)"
FBI Pizza,Pizza,"(43.616749, -79.488022)"
FFETCH (99 Florence St),Grocery;Desserts,"(43.645489, -79.4331055)"
FINE FOOD MARKET (Convenience @ Bay & Gerrard),American;Desserts;Kids Friendly,"(43.65881030000001, -79.3846429)"
Falafel Outpost*,Mediterranean;Middle Eastern;Vegetarian Friendly;Healthy,"(43.6923182, -79.4409185)"
Famous Pizza Town,Pizza;Wings;Canadian,"(43.749279, -79.311944)"
Fat Bastard Burrito (2538 Weston Rd),Mexican;Latin American;New Mexican,"(43.70899379999999, -79.534504)"
Fat Bastard Burrito (Bloor W),Mexican,"(43.649727, -79.48288)"
Fat Bastard Burrito (Brampton),Mexican,"(43.7461469, -79.6914781)"
Fat Bastard Burrito (Dixie Rd.),Tex Mex;Mexican,"(43.625224, -79.6040702)"
Fat Bastard Burrito (Eglinton E),Mexican,"(43.726881, -79.288453)"
Fat Bastard Burrito (Leslie),Mexican,"(43.754089, -79.357989)"
Fat Bastard Burrito (Pickering),Mexican;Fast Food;New Mexican,"(43.82006519999999, -79.1147263)"
Fat Bastard Burrito (Queen Street East & Bellefair Avenue),Mexican;Fast Food;Tex Mex,"(43.670341, -79.299565)"
Fat Bastard Burrito (Scarborough),Mexican;Latin American;New Mexican,"(43.7742058, -79.3219541)"
Fat Bastard Burrito (Sheppard Ave East),New Mexican;Mexican;Latin American,"(43.792445, -79.240256)"
Fat Bastard Burrito (The Queensway),Mexican;Tex Mex;Fast Food,"(43.622319, -79.521924)"
Fat Bastard Burrito (Weston Rd),Mexican;South American;Latin American,"(43.78802, -79.54997)"
Fat Bastard Burrito (YorkU),Mexican,"(43.7701, -79.5001)"
Fearless Meat,Burgers;American;Fast Food;Diner;Deli,"(43.680443, -79.290258)"
Fernando's Hideaway,Mexican,"(43.679359, -79.341605)"
Fiesta Burrito (Don Mills),Mexican;Latin American;New Mexican,"(43.7483048, -79.3485798)"
Fionn MacCool's (Yonge & Davisville),Burgers;Bar Food;Fish and Chips,"(43.697236, -79.395952)"
Fire Dutch's Jamaican Takeout,Caribbean;Jamaican,"(43.763313, -79.194133)"
Firehouse Subs,Sandwiches;American;Healthy,"(43.6723788, -79.46937779999999)"
Firehouse Subs (Airport Rd),Sandwich;American;Healthy,"(43.70027, -79.637187)"
Firehouse Subs (Etobicoke),Sandwich;American;Healthy,"(43.6183959, -79.55419750000001)"
Firehouse Subs (Vaughan),Sandwich;American;Deli,"(43.850831, -79.532017)"
Firehouse Subs (World Drive),Sandwiches;American;Healthy,"(43.6339107, -79.6877016)"
Flock Rotisserie + Greens (Adelaide),Healthy;Halal;Salads,"(43.647534, -79.392375)"
Flock on Harbord,Healthy;Halal;Salads,"(43.662576, -79.403623)"
Folia Grill,Greek;Mediterranean,"(43.68876, -79.348551)"
Follow the Wrap*,Healthy;Mediterranean;Salads;Vegetarian Friendly,"(43.6923182, -79.4409185)"
Fotia Pizza Bar,Pizza;Italian;Comfort Food,"(43.69354, -79.349622)"
Fran's Restaurant (College),Breakfast and Brunch;American;Diner;Canadian,"(43.661451, -79.384068)"
Fran's Restaurant (Victoria St),Breakfast and Brunch;Burgers;Comfort Food,"(43.654455, -79.37921)"
Frank's Pizza House,UberEATS Exclusive;Pizza,"(43.676866, -79.449298)"
Frankie's Diner,Breakfast and Brunch;Diner;Burgers,"(43.6443885, -79.4184468)"
Fresh Burger (9206 Leslie),Burgers;Canadian;Fast Food,"(43.86131229999999, -79.3875766)"
Fresh Burger (Dufferin Corner),Canadian;Fast Food;Burgers,"(43.7863224, -79.4688943)"
Fresh Burger (Vaughan),Burgers;Canadian;Fast Food,"(43.829901, -79.541516)"
Fresh on Spadina,Healthy;Vegetarian;Vegan;Comfort Food;Desserts,"(43.648068, -79.395629)"
Freshii (3070 Dufferin St),Healthy;salad,"(43.7143135, -79.4555152)"
Freshii (75 Billy Bishop Way),Healthy;salad;Juice and Smoothies;Allergy Friendly,"(43.7332699, -79.4514346)"
Freshii (7600 Weston Rd),Healthy;salad,"(43.7886011, -79.5482962)"
"Freshii (8 Park Lawn Rd, Unit 2)",Healthy;salad;Canadian;Allergy Friendly,"(43.62316, -79.4837737)"
Freshii (Avenue Rd),Healthy;Salads;Vegetarian Friendly,"(43.73167, -79.41925)"
Freshii (Bloor St W & Islington Ave),Healthy;Juice and Smoothies,"(43.645185, -79.522495)"
Freshii (Danforth & Logan),Salads;Healthy;Vegetarian Friendly,"(43.677686, -79.350309)"
Freshii (Dixie & Eglinton),Salads;Healthy;Vegetarian Friendly,"(43.6382366, -79.62200519999999)"
Freshii (Heartland Town Centre),Salad/Sandwiches;Juice and Smoothies,"(43.609042, -79.696791)"
Freshii (Junction),Healthy;Salads,"(43.665615, -79.472032)"
Freshii (Milner Ave),Healthy;Salads;Vegetarian Friendly,"(43.783743, -79.253186)"
Freshii (North Queen),Vegetarian Friendly;Juice and Smoothies;Salads,"(43.619209, -79.55532)"
Freshii (Riocan Marketplace),Salads;Healthy;Vegetarian Friendly,"(43.785187, -79.477729)"
Freshii (Rutherford Marketplace),Juice and Smoothies,"(43.84962, -79.460301)"
Freshii (St. Clair W),Healthy;Salads;Vegetarian Friendly,"(43.672379, -79.469378)"
Freshii (The Beaches),Healthy;salad;Juice and Smoothies,"(43.6704961, -79.29845859999999)"
Freshii (Victoria Park & Steeles),Vegetarian;Salads;Healthy,"(43.813541, -79.344064)"
Freshii (Victory Village),Healthy;Salads;Juice and Smoothies;Breakfast and Brunch,"(43.70032399999999, -79.6366476)"
Freshii (Warden & Eglinton),Healthy;Salads;Vegetarian Friendly,"(43.72805, -79.294143)"
Freshii (York Mills Rd & Upjohn Rd),Healthy;Juice and Smoothies,"(43.754199, -79.351382)"
Freshii Express (1586 Bathurst St),Healthy;salad,"(43.6868303, -79.4201015)"
Freshii Express (2163 Dundas St E),Healthy;salad,"(43.6258955, -79.5671814)"
Freshii Express (2562 Weston Road),Healthy;salad,"(43.7099644, -79.53505030000001)"
Freshii Express (2650 Brimley Rd),Healthy;salad,"(43.8059679, -79.2779977)"
Freshii Express (2801 Midland Ave),Healthy;salad;Vegetarian Friendly,"(43.7975828, -79.28335489999999)"
Freshii Express (3000 Major Mackenzie Dr),Healthy;salad,"(43.8500688, -79.5357892)"
Freshii Express (3051 Lawrence Ave E),Healthy;salad,"(43.7551194, -79.2457185)"
Freshii Express (577 Birchmount Rd),Healthy;salad;BBQ,"(43.7140506, -79.2705012)"
Freshii Express (627 Dixon Rd),Healthy;salad;American,"(43.6900109, -79.5764556)"
Freshii Express (6990 Rexwood Road),American;Healthy;Salads,"(43.7164463, -79.6280283)"
Freshii Express (8330 Kennedy Rd),Healthy;salad,"(43.8568252, -79.3053302)"
Freshii Express (Shell Gas Station 3401 Sheppard Ave E),Healthy;salad;Canadian,"(43.7785674, -79.3070463)"
Freshii Grab & Go (1077 Yonge St),Healthy;salad,"(43.6793757, -79.39023209999999)"
Freshii Grab & Go (1974 Avenue Rd),Healthy;salad,"(43.7346417, -79.4201401)"
Freshii Grab & Go (4722 Yonge St),Healthy;salad,"(43.7596573, -79.4108615)"
Freshii Grab & Go (608 Wilson Ave),Healthy;salad,"(43.7324933, -79.45867989999999)"
Freshouse Food & Juice Bar,Juice and Smoothies;Healthy;Breakfast and Brunch,"(43.782247, -79.573993)"
Fusia Asian Kitchen (Woodbine Centre),Chinese;Asian;Asian Fusion,"(43.7206319, -79.6000253)"
Gabby's Bistro,American;Pub;Wings;Canadian,"(43.709282, -79.384985)"
Gangnam Sushi,Korean;Japanese,"(43.764094, -79.399255)"
Garden restaurant,Breakfast and Brunch;American;Sandwiches,"(43.7465646, -79.40657589999999)"
Gayley's Cafe,Breakfast and Brunch;Cafe;Sandwich,"(43.649682, -79.429495)"
Gdous Juicy Chicken House,Chicken;Pub,"(43.651204, -79.396808)"
General Thai & Chinese Cuisine,Thai;Chinese;Asian;South Asian,"(43.895473, -79.443608)"
Get and Go Burrito,Mexican;South American,"(43.8762712, -79.260708)"
Ghandill Kabob House,Middle Eastern;Persian;Iranian,"(43.74909029999999, -79.31171189999999)"
Ghazale (Lake Shore),Comfort Food;Halal,"(43.598001, -79.518873)"
Ginger Pho (Weston Rd),Asian;Bubble Tea;Vietnamese,"(43.710621, -79.535175)"
Gino's Pizza (3282 Lake Shore),Pizza;Wings,"(43.596786, -79.523473)"
Gino's Pizza (787 Steeles),Wings;Pizza,"(43.792582, -79.444806)"
Ginza Japanese Restaurant,Asian;Asian Fusion;Japanese,"(43.8072167, -79.5502937)"
Ginza Sushi and Thai (Maple),Sushi;Thai;Asian Fusion,"(43.859698, -79.487922)"
Goat Coffee Co.,Breakfast & Brunch;Cafe;Sandwich,"(43.684514, -79.346937)"
Gogreen Salad*,Salads;Healthy;Vegetarian Friendly,"(43.6449896, -79.3916949)"
Golden Star,Chinese;Asian Fusion,"(43.750668, -79.542677)"
Golden Turtle - Pho Rùa Vàng (Ossington),Asian Fusion;Asian;Thai,"(43.6468439, -79.4196398)"
Golden Wok,Chinese;Asian Fusion,"(43.699804, -79.297742)"
Gong Cha (Yonge),Bubble Tea;Juice and Smoothies,"(43.777294, -79.41459)"
Gong Cha (York U),Bubble Tea;Coffee and Tea;Asian,"(43.770388, -79.500022)"
Gong Cha Tea (Scarborough),Bubble Tea;Desserts;Chinese,"(43.7733444, -79.2561489)"
Grandma loves you,Salad / Sandwiches;Vegan;Vegan Friendly,"(43.6778697, -79.390132)"
Grazie Ristorante (Concord),Pizza;American;Italian;Desserts,"(43.8297903, -79.5352166)"
Great Burger Kitchen,Burgers;Comfort Food,"(43.66924, -79.335992)"
Greek Street (427 Kennedy Rd),Mediterranean;Greek;Healthy,"(43.7163316, -79.2609253)"
Green Eggplant (Queen),Breakfast and Brunch;Mediterranean,"(43.670568, -79.298766)"
Grillies (Danforth),Mexican;Burgers;Salads,"(43.68869, -79.30015)"
Gyro Bar (Queen & Roncesvalles),Mediterranean;Sandwich;Greek,"(43.638673, -79.445792)"
Gyros Place,Greek;Mediterranean;Fast Food,"(43.641376, -79.6324023)"
HCafe Japanese Cafe (Yonge & Sheppard),Japanese;Desserts,"(43.760373, -79.411115)"
HUNAN STYLE RESTAURANT (湘村发现) Scarborough,Chinese;Asian;Seafood,"(43.8219517, -79.2984027)"
Hakka Legend (Scarborough),Asian;Asian Fusion;Korean,"(43.7767257, -79.2344538)"
Hakka No. 1 (Finch & Milvan),Indian;Chinese;Asian Fusion,"(43.75038, -79.551871)"
Hakka No. 1 (Keele & Lawrence),Indian;Chinese;Asian Fusion,"(43.70768, -79.476088)"
Hakka No. 1 (Morningside & Kingston),Indian;Chinese;Asian Fusion,"(43.772216, -79.185255)"
Hama Sushi,Japanese;Sushi,"(43.84469, -79.554505)"
Hank Daddy's Barbecue,BBQ;American;Burgers,"(43.8019155, -79.4991699)"
Harry's Drive-In,Greek;Mediterranean,"(43.7493676, -79.27724529999999)"
Harvey's (Bathurst & Rutherford),Burgers;Fast Food;Canadian,"(43.848573, -79.459956)"
Harvey's (Cottrelle & Airport),Burgers;Fast Food;Canadian,"(43.7601, -79.7173)"
Harvey's (Dixon & City View),Burgers;Fast Food;Canadian,"(43.690719, -79.576739)"
Harvey's (Don Mills & Barber Greene),Burgers;Fast Food;Canadian,"(43.726573, -79.341009)"
Harvey's (Dufferin & Lawrence),Burgers;Fast Food;Canadian,"(43.715358, -79.455335)"
Harvey's (Dundas St E & Neilco Ct),Burgers;Fast Food;Canadian,"(43.611966, -79.581546)"
Harvey's (Finch & Hwy 27),Canadian;Burgers;Fast Food,"(43.734887, -79.602241)"
Harvey's (Hurontario & Eglinton),Burgers;Fast Food;Canadian,"(43.6079041, -79.6500173)"
Harvey's (Keele & St Clair),American;burger;Chicken Strips;Fast Food,"(43.6711578, -79.46787189999999)"
Harvey's (Lawrence & Kennedy),Burgers;Fast Food;Canadian,"(43.749561, -79.276123)"
Harvey's (Markham & Sheppard),Fast Food;Burgers;Canadian,"(43.794384, -79.240118)"
Harvey's (Mavis & Burnhamthorpe),Burgers;Fast Food;Canadian,"(43.578879, -79.653064)"
Harvey's (Morningside & 401),American;burger;Chicken Strips;Fast Food,"(43.8001959, -79.1984322)"
Harvey's (O'Connor & Dohme),Burgers;Fast Food;Canadian,"(43.710996, -79.309017)"
Harvey's (Queen & Eastern),Burgers;Fast Food;Canadian,"(43.66647, -79.315087)"
Harvey's (Queen & Torbram),Burgers;Fast Food;Canadian,"(43.734146, -79.707785)"
Harvey's (Queensway & Taymall),Burgers;Fast Food;Canadian,"(43.624911, -79.507553)"
Harvey's (Rexdale & Martingrove),American;burger;Chicken Strips;Fast Food,"(43.7121856, -79.5776357)"
Harvey's (Rexwood & Derry),Burgers;Fast Food;Canadian,"(43.715958, -79.626561)"
Harvey's (Rowntree Dairy Road),Burgers;Fast Food;American,"(43.7841385, -79.56811429999999)"
Harvey's (Rutherford & Weston),American;burger;Chicken Strips;Fast Food,"(43.825708, -79.55555199999999)"
Harvey's (Victoria Park & Sheppard),American;burger;Chicken Strips;Fast Food,"(43.7724748, -79.3206211)"
Harvey's (Yonge & Elgin Mills),Fast Food;Burgers;Canadian,"(43.895415, -79.443447)"
Harvey's (Yonge & High Tech),Burgers;Fast Food;Canadian,"(43.843725, -79.429334)"
Hatsu Sushi,Japanese;Sushi,"(43.6242078, -79.490048)"
Heart Sushi (Fairview Mall),Sushi;Japanese,"(43.777758, -79.344451)"
Heeva fine foods,Persian;Mediterranean;Middle Eastern,"(43.8823891, -79.4402891)"
Hero Certified Burgers (Bayview & York Mills),Burgers;Canadian,"(43.748014, -79.384171)"
Hero Certified Burgers (Church & Wellesley),Burgers;American;Fast Food,"(43.665656, -79.38061)"
Hero Certified Burgers (Creditview & Britannia),Burgers;Fast Food;Canadian,"(43.599906601790124, -79.71019822284417)"
Hero Certified Burgers (Fairview Mall),Burgers;American,"(43.777878, -79.344654)"
Hero Certified Burgers (Lakeshore),Burgers,"(43.594771, -79.533672)"
Hero Certified Burgers (Major Mackenzie & Dufferin),Burgers,"(43.862199, -79.48455)"
Hero Certified Burgers (Maple),Burgers;American,"(43.847303, -79.535043)"
Hero Certified Burgers (Richmond Hill),Burgers,"(43.861, -79.4344)"
Hero Certified Burgers (Steeles),Burgers,"(43.835557, -79.253901)"
Hero Certified Chicken (Bayview & York Mills),American;burger;Comfort Food;Fast Food,"(43.7473428, -79.3846775)"
Hero Certified Chicken (Fairview Mall),American;Fast Food;Fried Chicken,"(43.7779901, -79.3440914)"
Hero Certified Chicken (Major Mackenzie & Dufferin),American;Fast Food;Fried Chicken,"(43.8622328, -79.4845817)"
"Hero Certified Seafood (1800 Sheppard Ave E, Unit 2021A)",American;Fast Food;Seafood,"(43.7779901, -79.3440914)"
Hero Certified Seafood (Bay & Wellesley),Sandwich;American;Chicken,"(43.66519940000001, -79.3870812)"
Hero Certified Seafood (Bayview & York Mills),Sandwich;Burgers;Seafood,"(43.747609, -79.3840711)"
Hero Certified Seafood (Major Mackenzie & Dufferin),Seafood;Sandwich;Fish and Chips,"(43.8622328, -79.4845817)"
Hey Noodles (McNicoll & Midland),Chinese;Noodles;Asian,"(43.814631, -79.293251)"
Himalayan Kitchen,Asian Fusion;Asian;Korean,"(43.640247, -79.4389164)"
Ho Sushi Express,Asian;Asian Fusion;Sushi,"(43.78099659999999, -79.24742959999999)"
Hoai Huong,Vietnamese;Noodles;Healthy,"(43.62690000000001, -79.50111199999999)"
Hogtownsmoke (Church & Colborne),BBQ;Southern;American,"(43.648961, -79.374692)"
Hollywood Hoagies,American;Chicken;Comfort Food,"(43.653794, -79.4016197)"
Holy Crepes,Desserts;French;Halal,"(43.6574044, -79.3808718)"
Holy Perogy!,Comfort Food;European,"(43.6238345, -79.5045715)"
Honest Restaurant (Etobicoke),Indian;Vegetarian;Asian,"(43.7351682, -79.6059027)"
Hong's Convenience,Japanese;Japanese sweets;Noodles,"(43.65527459999999, -79.4167267)"
Hooters (Etobicoke),Bar Food;American;Burgers,"(43.681228, -79.592437)"
Hot Dog Shoppe,American;Burgers;Sandwiches,"(43.65381929999999, -79.40149819999999)"
House Of Wong,Chinese Food;Chinese;Cantonese;Asian,"(43.773573, -79.182994)"
Hoya Sushi,Sushi;Japanese;Asian;Allergy Friendly,"(43.731391, -79.60012)"
Hui Lau Shan 許留山,Asian Fusion;Noodles;Desserts,"(43.6567455, -79.380484)"
Hyderabad Biryani Hut,Indian;Indian Curry,"(43.771493, -79.252895)"
I Love Sushi (Dundas),Sushi;Japanese;Asian,"(43.648362, -79.529459)"
IKAROA,Sushi;Japanese;Asian,"(43.6571375, -79.402611)"
IL FORNELLO (Danforth),Pizza;Italian;Vegan;Comfort Food,"(43.678689, -79.346869)"
INCHA 印茶,Desserts;Bubble Tea;Chinese;Asian,"(43.6595161, -79.38489919999999)"
Ikkoi Japanese Family Cuisine,Japanese;Asian;Sushi,"(43.6452332, -79.5325079)"
Ikram Halal Meat and Take Out Food,Halal;Chicken;Middle Eastern,"(43.77543, -79.1789256)"
Il Piacere,Italian;Pasta;Comfort Food,"(43.65585979999999, -79.45563159999999)"
Impact Kitchen,Healthy;Gluten Free;Juice and Smoothies,"(43.656063, -79.357131)"
Incheon House,Korean;Japanese;Chinese,"(43.786581, -79.275575)"
Insadong,Korean;Asian,"(43.647926, -79.529298)"
Iqbal Kebab,Pakistani;Seafood;BBQ,"(43.7737245, -79.34067379999999)"
Isaan Der,Thai;Asian,"(43.665357, -79.468016)"
Island Mix Restaurant & Lounge,Caribbean;Seafood;Latin American,"(43.835112, -79.069537)"
Island Spice Flava,Caribbean;Seafood;Latin American,"(43.787043, -79.2573803)"
Istar Restaurant,Italian;American;African,"(43.69714099999999, -79.54396710000002)"
Istar Restaurant,Halal;Chicken;Middle Eastern,"(43.6966135, -79.5437649)"
Ivan Sushi & Tea,Japanese: Sushi;Bubble Tea;Vegetarian Friendly,"(43.680632, -79.2845385)"
Jacquot Restaurant,Caribbean;Seafood;Latin American,"(43.6895632, -79.47665049999999)"
Jamaica Stamp Takeout Restaurant,Caribbean;Jamaican;Comfort Food,"(43.7415682, -79.261087)"
Jatujak,Thai,"(43.688496, -79.270134)"
Jatujak (Victoria Park),Thai,"(43.736214, -79.307371)"
Jerk King (Bloor Dufferin),Caribbean,"(43.660196, -79.434624)"
Jerk King (Yonge & Sheppard),Caribbean;Jamaican,"(43.760212, -79.411495)"
Jerusalem Restaurant (Leslie St),Middle Eastern;Mediterranean,"(43.779066, -79.365107)"
Jimmy The Greek (25 Peel Centre Drive),Mediterranean;Chicken;Salads,"(43.71521779999999, -79.7225091)"
Jimmy the Greek (Hillcrest Mall),Greek;Mediterranean;Fast Food,"(43.8551296, -79.4371599)"
Jimmy the Greek (Pickering Town Centre),Mediterranean;Greek;Fast Food,"(43.8355842, -79.08731019999999)"
Jimmy the Greek (Scarborough Town Centre),Greek;Mediterranean;Fast Food,"(43.7749675, -79.2570302)"
Jimmy the Greek (Woodbine Centre),Greek;Mediterranean;Fast Food,"(43.7206319, -79.6000253)"
Jorge's Burrito (Jane),Mexican;Latin American;New Mexican,"(43.7068948, -79.5051253)"
Jp sushi,Sushi;Asian;Japanese,"(43.660228599999996, -79.4798078)"
Just Pasta By Bonafide,Pasta;Italian,"(43.6540622, -79.40147859999999)"
Juzz Sushi,Japanese;Asian;Sushi,"(43.6607361, -79.3423123)"
Ka Chi Korean Restaurant (Dundas),Korean;Noodles;American,"(43.653677, -79.39502999999999)"
Kakuya,Asian;Japanese,"(43.7764806, -79.4156165)"
Kanda Sushi,Sushi;Asian;Japanese,"(43.575192, -79.607422)"
Karbouzi Greek Taverna,Greek,"(43.736183, -79.420184)"
Katana on Bay,Sushi;Japanese,"(43.650337, -79.380783)"
Khorak Supermarket,Middle Eastern;Comfort Food;Vegetarian Friendly;Sushi;Desserts,"(43.79224, -79.418079)"
Kibo Sushi (Bloor St W),Sushi;Japanese;Asian,"(43.657082, -79.447578)"
Kibo Sushi (Lakeshore Blvd),Sushi;Japanese,"(43.600565, -79.505599)"
Kibo Sushi (North York),Sushi;Japanese,"(43.731608, -79.418981)"
Kibo Sushi (Queen St E & Jones Ave),Sushi;Japanese;Asian,"(43.6626, -79.332683)"
Kibo Sushi (Queen St.),Sushi;Asian;Japanese,"(43.65150413817162, -79.38265599101618)"
Kibo Sushi (St Clair & Christie St),Sushi;Japanese;Asian,"(43.68121, -79.426477)"
King Palace Restaurant,Indian;Pakistani,"(43.672064, -79.385837)"
King Tandoori (Vaughan),Indian,"(43.771418, -79.622205)"
King Tandoori Bar and Grill (Drew Rd),Indian,"(43.709883, -79.653444)"
King of Fish N Chips,Seafood;Middle Eastern;Persian;Halal,"(43.779429272544434, -79.58815313081932)"
King's Chef Chinese Restaurant,Chinese;Asian;Cantonese,"(43.6589114, -79.44104639999999)"
Kings Breakfast*,Breakfast and Brunch;Canadian;Sandwich,"(43.6449896, -79.3916949)"
Kinka Izakaya (Original),Japanese,"(43.660524, -79.378927)"
Kinton Ramen (Bloor West Village),Ramen;Japanese;Comfort Food,"(43.6514272, -79.47613369999999)"
Kinton Ramen (Kennedy Commons),Japanese;Noodles;Asian,"(43.770931, -79.278275)"
Kinton Ramen (Mississauga),Japanese;Noodles;Asian,"(43.585481, -79.645663)"
Kinton Ramen (North York),Japanese;Asian,"(43.769778, -79.412918)"
Kinton Ramen (Yonge & Eglinton),Japanese,"(43.70761, -79.395866)"
Kompound Kitchen,Halal;Asian Fusion;Bar Food,"(43.76947920000001, -79.55393409999999)"
Konkan Express,Fast Food;Indian,"(43.63101649999999, -79.6265978)"
Kothur Indian Cuisine,Indian,"(43.61447, -79.488669)"
Kothur Indian Cuisine (Yonge St),Indian;Asian;Indian Curry,"(43.6679551, -79.3856634)"
Krazzy Gyro,Mediterranean,"(43.625243, -79.567688)"
Kung Fu Tea (106 Cumberland),Bubble Tea,"(43.6704441, -79.3914061)"
L.A. Boil Seafood,Seafood;Asian Fusion,"(43.5978634, -79.5946016)"
LONG TIME NO TEA,Asian;Desserts;Juice and Smoothies,"(43.7078904, -79.3433563)"
La Sani Grill (Ellemere Rd),Comfort Food;Mediterranean,"(43.776702, -79.234533)"
La Shish Bar And Grill,Lebanese;Mediterranean;Middle Eastern,"(43.7698, -79.5526)"
La Tortilleria,Comfort Food;Desserts,"(43.6318642, -79.53063949999999)"
La Tortilleria (Kensington),Mexican;New Mexican;Tex Mex;Desserts,"(43.654379, -79.402228)"
La Villa Pizzeria,Italian;Pizza;Halal,"(43.772721, -79.321499)"
Lac Vien Vietnamese Restaurant (Scarborough),Vietnamese;Noodles;Healthy,"(43.8114541, -79.2433088)"
Lahore Kabab House,Halal;Indian;Asian,"(43.76281809999999, -79.2091176)"
Lait Night,Asian;Desserts;Juice and Smoothies;Allergy Friendly,"(43.6538573, -79.3960762)"
Lambretta Pizzeria & Wine Bar,Italian;Pizza,"(43.641689, -79.447137)"
Lawai'a Poke,Hawaiian;Sushi;Japanese;Halal;Healthy,"(43.644059, -79.40331)"
Laymoon Restaurant & Coffee,Middle Eastern,"(43.8058513, -79.4209369)"
Lazeez Shawarma (5170 Dixie Road),Mediterranean;Greek;Vegetarian,"(43.6385565, -79.6259097)"
Lazeez Shawarma (62 Overlea Blvd),Mediterranean;Greek;Vegetarian,"(43.7078904, -79.3433563)"
